,recipient_name_clean,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year
173,avispl,842337.75,842337.75,12.0,162.5,50000000.0,1.0,AVI-SPL HOLDINGS  INC,,SMALL BUSINESS,2008
174,avon rubber,35646.3,35646.3,183.0,447.9166666666666,150306253.33333334,1.0,AVON RUBBER P.L.C.,,OTHER THAN SMALL BUSINESS,2008
175,axiom resource management,22751101.21,26095947.21,14.0,451.875,49687500.0,1.0,AXIOM RESOURCE MANAGEMENT  INC.,,OTHER THAN SMALL BUSINESS,2008
176,azure summit technology,99894.05,99894.05,2.0,2.0,20000.0,1.0,AZURE SUMMIT TECHNOLOGY  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2008
177,b catalani,30984710.820000004,30984710.820000004,99.0,0.0,0.0,1.0,B. CATALANI  INC.,,SMALL BUSINESS,2008
178,babcock,11695890710.13,11695890737.13,1485.0,1280.794110275689,164094598.62860703,1.0,BABCOCK INTERNATIONAL GROUP PLC,,OTHER THAN SMALL BUSINESS,2008
179,bae systems,36999111011.09,73069278709.84,6465.0,104194.28955794466,5382092650.855088,1.0,BAE SYSTEMS PLC,,OTHER THAN SMALL BUSINESS,2008
180,bae systems information technology liability,97195166.56,110354504.56,137.0,2076.788596491228,373824575.24228066,1.0,BAE SYSTEMS INFORMATION TECHNOLOGY LIMITED LIABILITY COMPANY,,OTHER THAN SMALL BUSINESS,2008
181,bai,3145270.0,5093104.0,10.0,98.0,6000000.0,1.0,BAI  INC.,,SMALL BUSINESS,2008
182,balfour beatty,252866.01,252866.01,40.0,3923.833333333334,223269197.0,1.0,BALFOUR BEATTY PLC,,OTHER THAN SMALL BUSINESS,2008
183,ball,74742532.98,74744322.1,1373.0,1382.1891915954416,222341188.786396,1.0,BALL CORPORATION,,OTHER THAN SMALL BUSINESS,2008
184,bara infoware,255659.38,255659.38,18.0,4.0,3000000.0,1.0,BARA INFOWARE  INC.,,SMALL BUSINESS,2008
185,barlovento,114017186.08,114017186.08,88.0,66.95,9781756.153846154,1.0,BARLOVENTO  L.L.C.,,SMALL BUSINESS,2008
186,battelle memorial institute,362526019181.83,363684972214.37,746.0,5782.01523395959,793885382.5304786,1.0,BATTELLE MEMORIAL INSTITUTE INC,,OTHER THAN SMALL BUSINESS,2008
187,bauer compressors,94591.78,94591.78,70.0,335.35968992248064,27544257.702325586,1.0,"BAUER COMPRESSORS, INC.",,OTHER THAN SMALL BUSINESS,2008
188,baum romstedt technology research,726033.26,726033.26,14.0,182.5,19122435.55555556,1.0,"BAUM, ROMSTEDT TECHNOLOGY RESEARCH CORPORATION",,SMALL BUSINESS,2008
189,baxter,5560.0,5560.0,2.0,22625.0,1300000000.0,1.0,BAXTER INTERNATIONAL INC.,,OTHER THAN SMALL BUSINESS,2008
190,bay electric,188848002.33,188848002.33,36.0,113.0,492093.55,1.0,BAY ELECTRIC CO.  INC.,,SMALL BUSINESS,2008
191,bay ship yacht,128972.0,128972.0,8.0,175.0,17600000.0,1.0,BAY SHIP & YACHT CO.,,SMALL BUSINESS,2008
192,bay west,174947.0,174947.0,1.0,80.0,11000000.0,1.0,BAY WEST  INC.,,SMALL BUSINESS,2008
193,bayer ag,4540.0,4540.0,2.0,593.0,175500000.0,1.0,BAYER AG,,OTHER THAN SMALL BUSINESS,2008
194,bcf solutions,893836.98,893836.98,1013.0,101.0,31263256.66666667,1.0,BCF SOLUTIONS  INC.,,OTHER THAN SMALL BUSINESS,2008
195,bcp,7393367.56,11603420.32,23.0,106.66666666666669,9450000.0,1.0,BCP INTERNATIONAL LIMITED,,OTHER THAN SMALL BUSINESS,2008
196,bearingpoint,254057846.28,401972305.62,972.0,2467.3558650330115,170277977.29987264,1.0,"BEARINGPOINT, INC.",,OTHER THAN SMALL BUSINESS,2008
197,bearingpoint incorporated 0505,110869823.37,116967364.97,1.0,0.0,0.0,1.0,BEARINGPOINT INCORPORATED (0505),,SMALL BUSINESS,2008
198,becton dickinson and,1442119.9,1442119.9,34.0,11827.969607843137,848581343.6058822,1.0,BECTON  DICKINSON AND COMPANY,,OTHER THAN SMALL BUSINESS,2008
199,bell boeing joint project office,486175922.24,558276087.02,68.0,890.0101010101008,556489895.9629292,1.0,BELL BOEING JOINT PROJECT OFFICE,OTHER,OTHER THAN SMALL BUSINESS,2008
200,ben fitzgerald real estate services,153554107.6,260235483.61999995,1030.0,298.75,7586656.45,1.0,BEN FITZGERALD REAL ESTATE SERVICES  L.L.C.,,SMALL BUSINESS,2008
201,benchmark,3827659.0,3827659.0,20.0,42.5,4459925.0,1.0,BENCHMARK INTERNATIONAL  INC,,SMALL BUSINESS,2008
202,berger,2733415.08,2733415.08,119.0,1157.0013888888886,436856271.82152784,1.0,BERGER GROUP HOLDINGS INC,,OTHER THAN SMALL BUSINESS,2008
203,berger cummins j v,34972525.45,34972525.45,2.0,0.0,0.0,1.0,BERGER CUMMINS J V,,OTHER THAN SMALL BUSINESS,2008
204,bering straits native,29657400.81,43861502.81,100.0,79.18888888888887,3152778.1472222223,1.0,BERING STRAITS NATIVE CORPORATION,PARTNERSHIP,SMALL BUSINESS,2008
205,berkshire hathaway,1051463185.24,2483374362.64,110.0,21844.589743589742,6709427236.348462,1.0,BERKSHIRE HATHAWAY INC.,,OTHER THAN SMALL BUSINESS,2008
206,betah associates,251640.0,251640.0,6.0,42.0,6971880.5,1.0,BETAH ASSOCIATES  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2008
207,betis,1944992.31,1944992.31,9.0,25.0,11400000.0,1.0,BETIS GROUP  INC,,SMALL BUSINESS,2008
208,better built construction services,114595.0,114595.0,3.0,12.0,2413280.0,1.0,BETTER BUILT CONSTRUCTION SERVICES INC,,SMALL BUSINESS,2008
209,bevilacqua research,1413345.9,2237290.9,3.0,50.0,3000000.0,1.0,BEVILACQUA RESEARCH CORPORATION,,SMALL BUSINESS,2008
210,bge,40314390.1,40314390.1,0.0,0.0,0.0,1.0,BG&E,,OTHER THAN SMALL BUSINESS,2008
211,bgi,17390791.4,26390791.4,3.0,36.0,5000000.0,1.0,BGI LLC,,SMALL BUSINESS,2008
212,bhate environmental associates,199235.0,199235.0,4.0,0.0,2000000.0,1.0,"BHATE ENVIRONMENTAL ASSOCIATES, INC.",,SMALL BUSINESS,2008
213,bilfinger berger se,18301607.700000007,18301607.700000007,44.0,730.6666666666665,10.133333333333333,1.0,BILFINGER BERGER SE,,OTHER THAN SMALL BUSINESS,2008
214,bisek,17698877.990000002,122262057.4,36.0,1.875,0.0,1.0,BISEK & CO.  INC.,,SMALL BUSINESS,2008
215,black box,221928097.37000003,243233491.04,90.0,3388.2911764705877,3371863828.5764704,1.0,BLACK BOX CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008
216,black hills ammunition,379000.0,379000.0,4.0,62.0,10000000.0,1.0,BLACK HILLS AMMUNITION  INC.,,SMALL BUSINESS,2008
217,black river systems,2750459.0,2750459.0,4.0,42.0,6412302.0,1.0,BLACK RIVER SYSTEMS COMPANY INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2008
218,black veatch holding,3081248.89,3081248.89,339.0,320.47477477477474,59701975.05197505,1.0,BLACK & VEATCH HOLDING COMPANY,,OTHER THAN SMALL BUSINESS,2008
219,blackbird technologies,12693479.0,12693479.0,7.0,250.0,50000000.0,1.0,BLACKBIRD TECHNOLOGIES  INC.,,SMALL BUSINESS,2008
220,blackboard,2855017.2,3461019.84,4.0,440.0,80000000.0,1.0,BLACKBOARD INC.,,OTHER THAN SMALL BUSINESS,2008
221,blackstone l p,43227033.31,114513960.56,74.0,10100.534632034633,1082310174.6414504,1.0,THE BLACKSTONE GROUP L P,,OTHER THAN SMALL BUSINESS,2008
222,blh technologies,8119269.0,8119269.0,19.0,9.5,662500.0,1.0,BLH TECHNOLOGIES  INC.,,SMALL BUSINESS,2008
223,bloomberg lp,108126.7,108126.7,1.0,7000.0,2000000000.0,1.0,BLOOMBERG L.P.,,OTHER THAN SMALL BUSINESS,2008
224,blue canopy,33800.0,1162550.0,7.0,75.0,11926000.0,1.0,BLUE CANOPY GROUP  LLC,,OTHER THAN SMALL BUSINESS,2008
225,blue cardinal,19620.0,19620.0,1.0,2.0,1000000.0,1.0,BLUE CARDINAL  LLC,,SMALL BUSINESS,2008
226,blue rock structures,3959.0,3959.0,1.0,22.0,12000000.0,1.0,BLUE ROCK STRUCTURES INC.,,SMALL BUSINESS,2008
227,blue tech,89742.0,89742.0,15.0,17.142857142857142,13142857.142857146,1.0,BLUE TECH INC.,,SMALL BUSINESS,2008
228,bluecross blueshield tennessee,59637439.95,59637439.95,12.0,55.0,7700000.0,1.0,BLUECROSS BLUESHIELD OF TENNESSEE  INC.,,OTHER THAN SMALL BUSINESS,2008
229,bmc software,3463861.47,11630061.47,42.0,2013.888888888889,619097244.4444443,1.0,BMC SOFTWARE  INC.,,OTHER THAN SMALL BUSINESS,2008
230,board governers state university system florida,2339447.0,2339447.0,65.0,16581.5,1537775791.65,1.0,BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA,,OTHER THAN SMALL BUSINESS,2008
231,boeing,872648239512.8499,1213979253408.8696,3407.0,89508.46468250551,42218183762.15069,1.0,THE BOEING COMPANY,,OTHER THAN SMALL BUSINESS,2008
232,boeing satellite systems,21490608.0,21490608.0,3.0,1000.0,131400000.0,1.0,"BOEING SATELLITE SYSTEMS, INC",,OTHER THAN SMALL BUSINESS,2008
233,bollinger shipyards,69352.56,69352.56,9.0,1486.625,364250000.0,1.0,BOLLINGER SHIPYARDS  INC,,SMALL BUSINESS,2008
234,boneal,1088398.62,1088398.62,4.0,97.5,13000000.0,1.0,BONEAL  INC,,SMALL BUSINESS,2008
235,booz,14895570.88,59582283.52,0.0,20685.0,3300000000.0,1.0,BOOZ & COMPANY INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008
236,booz allen hamilton,25986683.16,39162061.76,8.0,3447.5,550000000.0,1.0,BOOZ ALLEN & HAMILTON INC.,,OTHER THAN SMALL BUSINESS,2008
237,booz allen hamilton holding,3879888130.120001,8641239922.52,6538.0,8946.958074035769,1006683624.5510119,1.0,BOOZ ALLEN HAMILTON HOLDING CORPORATION,,OTHER THAN SMALL BUSINESS,2008
238,boston scientific,1018702.0,1018702.0,4.0,8333.333333333334,977666666.6666666,1.0,BOSTON SCIENTIFIC CORPORATION,,OTHER THAN SMALL BUSINESS,2008
239,bowhead science and technology,9296001.63,9296001.63,8.0,1.0,50000.0,1.0,BOWHEAD SCIENCE AND TECHNOLOGY LLC,,SMALL BUSINESS,2008
240,brainerd helicopters,47281.74,47281.74,65.0,11.0,4000000.0,1.0,BRAINERD HELICOPTERS  INC.,,SMALL BUSINESS,2008
241,bremcor joint venture,29999.0,29999.0,5.0,2.0,13.0,1.0,BREMCOR JOINT VENTURE,,OTHER THAN SMALL BUSINESS,2008
242,bristol bay native,67809718.52000001,70759880.48,71.0,105.68205128205128,6808850.149883451,1.0,BRISTOL BAY NATIVE CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2008
243,bruker,22000.0,22000.0,1.0,119.0,116000000.0,1.0,BRUKER CORPORATION,,OTHER THAN SMALL BUSINESS,2008
244,brunswick,474205.5800000001,474205.5800000001,63.0,4154.727777777778,3455533883.277777,1.0,BRUNSWICK CORPORATION,,OTHER THAN SMALL BUSINESS,2008
245,brymak associates,3557561.0,3557561.0,20.0,4.0,950000.0,1.0,BRYMAK & ASSOCIATES  INC.,,SMALL BUSINESS,2008
246,btl technologies,2071196.93,2890948.65,4.0,30.0,1000000.0,1.0,BTL TECHNOLOGIES  INC.,,SMALL BUSINESS,2008
247,btp systems,7218549.58,7218549.58,36.0,10.0,1600000.0,1.0,BTP SYSTEMS  LLC,,SMALL BUSINESS,2008
248,buck town contractors,8831563.08,8831563.08,18.0,25.0,2000000.0,1.0,BUCK TOWN CONTRACTORS & CO.,,SMALL BUSINESS,2008
249,buffalo supply,317764.96,317764.96,15.0,19.88888888888889,37555555.55555555,1.0,BUFFALO SUPPLY INC,,SMALL BUSINESS,2008
250,bunzl,48774177.7,91191342.07,16.0,1500.0,2250000000.0,1.0,BUNZL PLC,,OTHER THAN SMALL BUSINESS,2008
251,burns engineering,8287133.33,8287133.33,21.0,190.0,37700000.0,1.0,BURNS ENGINEERING  INC.,,SMALL BUSINESS,2008
252,burns mcdonnell,30883662.0,30883662.0,50.0,0.0,0.0,1.0,BURNS & MCDONNELL  INC.,,OTHER THAN SMALL BUSINESS,2008
253,business machines,844211026.3799999,999503982.5399998,2698.0,103531.6828888591,4467583551.405137,1.0,INTERNATIONAL BUSINESS MACHINES CORPORATION,,OTHER THAN SMALL BUSINESS,2008
254,butterball,26024633.74,219357529.46,40.0,5725.714285714286,1161428571.4285715,1.0,BUTTERBALL  LLC,,OTHER THAN SMALL BUSINESS,2008
255,byrd enterprises unlimited,14639935.180000005,14639935.180000005,143.0,8.8,843196.0,1.0,BYRD ENTERPRISES UNLIMITED  INC.,,SMALL BUSINESS,2008
256,c c produce,26517679.09,78995357.68,99.0,34.5,12800000.0,1.0,C & C PRODUCE  INC.,,SMALL BUSINESS,2008
257,c e services,232610.28000000003,232610.28000000003,8.0,29.16666666666667,3929392.0,1.0,C & E SERVICES  INC.,,SMALL BUSINESS,2008
258,c j w construction,3125583.88,3125583.88,2.0,8.0,4000000.0,1.0,C J W CONSTRUCTION  INC.,,SMALL BUSINESS,2008
259,c m c,15657660.069999997,15657660.069999997,39.0,92.0,15000000.0,1.0,C M C  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2008
260,c w worldwide meetings,47660.0,47660.0,20.0,12.0,3582799.0,1.0,C W WORLDWIDE MEETINGS  INC.,,SMALL BUSINESS,2008
261,c2 technologies,694665.05,694665.05,37.0,187.5,9975000.0,1.0,C2 TECHNOLOGIES INC,,SMALL BUSINESS,2008
262,c2c solutions,106125132.14,115679490.14,97.0,376.0,43726712.0,1.0,C2C SOLUTIONS INC,,OTHER THAN SMALL BUSINESS,2008
263,ca,14390256.53,14390256.53,50.0,2495.2380952380954,1.1142857142857143,1.0,"CA, INC.",,OTHER THAN SMALL BUSINESS,2008
264,cabrera services,30841962.02,30841962.02,1801.0,30.319047619047623,3.4295238095238085,1.0,CABRERA SERVICES INC.,,SMALL BUSINESS,2008
265,caci,2630979655.05,4067613347.0099993,4481.0,9236.261302280696,817650256.6823673,1.0,CACI INTERNATIONAL INC,,OTHER THAN SMALL BUSINESS,2008
266,caci incorporated federal,36306034.13,36990662.63,9.0,10130.0,133112999.0,1.0,CACI INCORPORATED FEDERAL,,OTHER THAN SMALL BUSINESS,2008
267,caddell construction,547522004.5799999,547522004.5799999,51.0,750.0,978285602.6666666,1.0,CADDELL CONSTRUCTION CO.  INC.,,OTHER THAN SMALL BUSINESS,2008
268,cadence,10583123.450000003,14209093.25,15.0,26.83333333333333,3243750.0,1.0,THE CADENCE GROUP INC,,SMALL BUSINESS,2008
269,cae,6623120.0,6623120.0,36.0,655.6666666666666,158833333.33333334,1.0,CAE INC,,OTHER THAN SMALL BUSINESS,2008
270,cajun industries,296155629.22,296155629.22,76.0,855.0,158000000.0,1.0,CAJUN INDUSTRIES  LLC,,OTHER THAN SMALL BUSINESS,2008
271,calculus,37117892.64,37117892.64,311.0,16.514423076923073,738330.1403846155,1.0,CALCULUS  LTD.,,SMALL BUSINESS,2008
272,calibre systems,39603740.84,35887318.26,67.0,362.0039682539682,55842101.46825397,1.0,CALIBRE SYSTEMS  INC.,,OTHER THAN SMALL BUSINESS,2008
273,calnet,72449061.56000002,72449061.56000002,72.0,193.91666666666663,1083343.625,1.0,CALNET  INC.,,SMALL BUSINESS,2008
274,calspan,573900.6000000001,573900.6000000001,3.0,240.0,35000000.0,1.0,CALSPAN CORPORATION,,SMALL BUSINESS,2008
275,cambridge information,465535.05,465535.05,10.0,1046.0,200761407.75,1.0,CAMBRIDGE INFORMATION GROUP  INC.,,OTHER THAN SMALL BUSINESS,2008
276,cambridge systematics,656755.96,656755.96,2.0,221.0,3959400.0,1.0,CAMBRIDGE SYSTEMATICS  INC.,,OTHER THAN SMALL BUSINESS,2008
277,cambridge systems,9862.0,9862.0,1.0,0.0,0.0,1.0,CAMBRIDGE INTERNATIONAL SYSTEMS INC.,,SMALL BUSINESS,2008
278,camdex,30484.0,30484.0,3.0,17.0,2735883.0,1.0,CAM-DEX CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2008
279,camp dresser mckee,40411340.40000001,43446386.40000001,198.0,1404.9444444444446,59982951.22222222,1.0,CAMP DRESSER & MCKEE INC.,,OTHER THAN SMALL BUSINESS,2008
280,campbell soup,76744092.18,214268832.17,40.0,1943.7820512820515,157692307.69230768,1.0,CAMPBELL SOUP COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008
281,camris,97804.2,97804.2,1.0,24.0,4500000.0,1.0,CAMRIS INTERNATIONAL INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2008
282,candelaria,17914560.0,17914560.0,68.0,70.0,15000000.0,1.0,CANDELARIA CORPORATION,,SMALL BUSINESS,2008
283,canon,3553986.46,5442549.0600000005,257.0,8147.966052069372,6127801686.298065,1.0,CANON INC.,,OTHER THAN SMALL BUSINESS,2008
284,cap gemini,10707188.16,14893066.95,23.0,60000.0,8400000000.0,1.0,CAP GEMINI,,OTHER THAN SMALL BUSINESS,2008
285,capco,5199840.0,5199840.0,2.0,205.0,1950000.0,1.0,CAPCO INC,,SMALL BUSINESS,2008
286,cape environmental management,22452702.65,22452702.65,137.0,50.835555555555565,2434703.0577777782,1.0,CAPE ENVIRONMENTAL MANAGEMENT INC.,,SMALL BUSINESS,2008
287,cape henry associates,1563891.8,4512485.92,2.0,18.0,900000.0,1.0,CAPE HENRY ASSOCIATES  INC.,,SMALL BUSINESS,2008
288,capital city technologies,2176481.15,2176481.15,5.0,20.0,1600000.0,1.0,CAPITAL CITY TECHNOLOGIES LLC,,SMALL BUSINESS,2008
289,capital consulting,899939.75,899939.75,6.0,33.333333333333336,5066666.666666667,1.0,CAPITAL CONSULTING CORP,,SMALL BUSINESS,2008
290,capitol exhibit services,1053587.05,1453587.05,12.0,46.0,6500000.0,1.0,CAPITOL EXHIBIT SERVICES  INC.,,SMALL BUSINESS,2008
291,capitol technology services incorporated,282642.72,282642.72,6.0,120.0,20.0,1.0,CAPITOL TECHNOLOGY SERVICES  INCORPORATED,,SMALL BUSINESS,2008
292,capstone,1667977.17,1667977.17,63.0,200.0,13.0,1.0,CAPSTONE CORPORATION,,SMALL BUSINESS,2008
293,carahsoft technology,822760.87,845391.7,25.0,56.9,7600000.0,1.0,CARAHSOFT TECHNOLOGY CORPORATION,,SMALL BUSINESS,2008
294,cardinal health,309109883.66,309109883.66,68146.0,10131.848335377645,2016837657.6689863,1.0,CARDINAL HEALTH  INC.,,OTHER THAN SMALL BUSINESS,2008
295,career training concepts,5920206.5,5920206.5,26.0,0.0,0.0,1.0,CAREER TRAINING CONCEPTS  INC.,,SMALL BUSINESS,2008
296,cargill incorporated,37848874.36,37848874.36,54.0,0.0,0.0,1.0,CARGILL  INCORPORATED,,OTHER THAN SMALL BUSINESS,2008
297,carley,46459231.8,109472475.8,70.0,73.33333333333333,3816666.666666666,1.0,CARLEY CORPORATION,,SMALL BUSINESS,2008
298,carlyle lp,320034.51,320034.51,71.0,912.9837837837837,198964340.5783784,1.0,CARLYLE GROUP  L.P.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008
299,carlyle partners iv lp,42407912.92000001,43865106.04000001,1389.0,956.9767232842128,205295519.95202458,1.0,CARLYLE PARTNERS IV  L.P.,,OTHER THAN SMALL BUSINESS,2008
300,carlzeissstiftung,281572.85,281572.85,13.0,2107.4375,1305105804.1875,1.0,CARL-ZEISS-STIFTUNG,,OTHER THAN SMALL BUSINESS,2008
301,carter consulting,707796.91,707796.91,4.0,35.0,2000000.0,1.0,CARTER CONSULTING  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2008
302,cartridge technologies,18382.64,32220.0,3.0,25.0,2000000.0,1.0,"CARTRIDGE TECHNOLOGIES, INC.",,SMALL BUSINESS,2008
303,case western reserve university,24057485.0,24057485.0,83.0,678.5714285714286,72857142.85714285,1.0,CASE WESTERN RESERVE UNIVERSITY,,OTHER THAN SMALL BUSINESS,2008
304,casepro,7504477.17,7504477.17,127.0,305.23333333333335,5757281.866666666,1.0,CASEPRO INC,,OTHER THAN SMALL BUSINESS,2008
305,cask technologies,4000000.0,4000000.0,1.0,15.0,1.0,1.0,CASK TECHNOLOGIES  LLC,OTHER,SMALL BUSINESS,2008
306,caterpillar,144445108.49,144445108.49,4079.0,57478.96143790849,15426446080.509806,1.0,CATERPILLAR INC.,,OTHER THAN SMALL BUSINESS,2008
307,ccg,1852989.31,1852989.31,63.0,0.0,0.0,1.0,CC&G COMPANY  LLC,,SMALL BUSINESS,2008
308,cci,2568729.39,2568729.39,4.0,38.0,28486232.0,1.0,CCI GROUP  LLC,OTHER,OTHER THAN SMALL BUSINESS,2008
309,cdi,78623.67,78623.67,126.0,5102.58152173913,1.625,1.0,CDI CORP.,,OTHER THAN SMALL BUSINESS,2008
310,cdo technologies,703176.01,703176.01,44.0,0.0,0.0,1.0,"CDO TECHNOLOGIES, INC.",,SMALL BUSINESS,2008
311,cdw,10461723.15,10607394.59,105.0,1714.7762531328324,993216010.4721178,1.0,CDW CORPORATION,,OTHER THAN SMALL BUSINESS,2008
312,ce2,1867973.89,1867973.89,1.0,48.0,4500000.0,1.0,CE2 CORPORATION  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2008
313,celerant consulting,94469396.7,94469396.7,15.0,150.0,45000000.0,1.0,CELERANT CONSULTING  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008
314,centech,44342968.36,53288359.7,82.0,135.33333333333334,13294960.355555555,1.0,THE CENTECH GROUP INC,,SMALL BUSINESS,2008
315,centerpoint energy,2227051.46,2227051.46,2.0,0.0,0.0,1.0,CENTERPOINT ENERGY  INC.,,OTHER THAN SMALL BUSINESS,2008
316,centra technology,14902149.29,23811579.87,1.0,0.0,0.0,1.0,CENTRA TECHNOLOGY  INC.,,OTHER THAN SMALL BUSINESS,2008
317,central copters,226949.18,226949.18,65.0,6.0,800000.0,1.0,CENTRAL COPTERS  INC.,,SMALL BUSINESS,2008
318,central texas college,1243040.65,54553470.06,43.0,1145.8333333333335,34940476.190476194,1.0,CENTRAL TEXAS COLLEGE,,OTHER THAN SMALL BUSINESS,2008
319,centurum,4706660.99,4853360.51,33.0,199.4642857142857,28154761.90476191,1.0,CENTURUM INC.,,OTHER THAN SMALL BUSINESS,2008
320,centurylink,331287.68999999994,331287.68999999994,17.0,13522.0125,3751937683.5,1.0,CENTURYLINK  INC.,,OTHER THAN SMALL BUSINESS,2008
321,centurytel,5800.41,5800.41,2.0,3400.0,14860350.0,1.0,CENTURYTEL INC,,OTHER THAN SMALL BUSINESS,2008
322,ceradyne,112747222.0,112747222.0,19.0,1300.0,325000000.0,1.0,CERADYNE  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008
323,cerberus capital management lp,1537081399.9700005,73629391518.12,2751.0,6437.33602525058,739678700.0901291,1.0,CERBERUS CAPITAL MANAGEMENT  L.P.,,OTHER THAN SMALL BUSINESS,2008
324,ch2m hill,238759021.01000005,240216365.46000004,1955.0,10884.061693399435,2906705121.6704235,1.0,"CH2M HILL COMPANIES, LTD",,OTHER THAN SMALL BUSINESS,2008
325,charles river laboratories,1037497.18,1037497.18,2.0,4100.0,74.0,1.0,CHARLES RIVER LABORATORIES INTERNATIONAL  INC.,,OTHER THAN SMALL BUSINESS,2008
326,charles stark draper laboratory,8068540.41,8538946.41,10.0,1182.5555555555557,1298322206.222222,1.0,THE CHARLES STARK DRAPER LABORATORY INC,,OTHER THAN SMALL BUSINESS,2008
327,charter environmental,1921143.0,1921143.0,5.0,0.0,0.0,1.0,CHARTER ENVIRONMENTAL  INC.,,SMALL BUSINESS,2008
328,checchi and,1047932079.06,1054026579.06,11.0,0.0,0.0,1.0,CHECCHI AND COMPANY,,OTHER THAN SMALL BUSINESS,2008
329,chemonics,6345027950.799999,6345027950.799999,37.0,2314.126984126984,235039689.3968254,1.0,"CHEMONICS INTERNATIONAL, INC",,OTHER THAN SMALL BUSINESS,2008
330,chemring,58334863.62000001,425433895.5,17.0,613.75,17909041.6,1.0,CHEMRING GROUP PLC,,OTHER THAN SMALL BUSINESS,2008
331,chenega,353142374.45,479648806.22,525.0,217.82610197316842,29286156.687935013,1.0,CHENEGA CORPORATION,,OTHER THAN SMALL BUSINESS,2008
332,cherokee 8a,342583.0,342583.0,4.0,20.0,8000000.0,1.0,CHEROKEE 8A GROUP INC.  THE,,SMALL BUSINESS,2008
333,cherokee crc,186212.0,186212.0,1.0,15.0,2500000.0,1.0,CHEROKEE CRC  LLC,,SMALL BUSINESS,2008
334,cherokee general,7936839.0,7936839.0,7.0,39.0,10000000.0,1.0,CHEROKEE GENERAL CORPORATION,,SMALL BUSINESS,2008
335,cherokee nation,9721487.39,10545145.07,60.0,593.8333333333333,41172419.83333333,1.0,THE CHEROKEE NATION,,SMALL BUSINESS,2008
336,chevron,70092.0,80092.0,17.0,20464.5,21403499782.0,1.0,CHEVRON CORPORATION,,OTHER THAN SMALL BUSINESS,2008
337,chg healthcare services,78008.83,78008.83,8.0,15700.0,1020000000.0,1.0,CHG HEALTHCARE SERVICES  INC.,,OTHER THAN SMALL BUSINESS,2008
338,chickasaw nation,39254409.16,170943956.07999998,70.0,138.91228070175438,4314322.301856088,1.0,CHICKASAW NATION,OTHER,SMALL BUSINESS,2008
339,chiquita brands,24463355.4,68563614.56,10.0,800.0,42837006.875,1.0,CHIQUITA BRANDS INTERNATIONAL  INC.,,OTHER THAN SMALL BUSINESS,2008
340,choctaw nation oklahoma,9410365.04,9410365.04,4.0,31.0,5000000.0,1.0,CHOCTAW NATION OF OKLAHOMA,,SMALL BUSINESS,2008
341,choctaw professional resources enterprise,698498.36,698498.36,4.0,2.0,1.0,1.0,CHOCTAW PROFESSIONAL RESOURCES ENTERPRISE,SOLE PROPRIETORSHIP,SMALL BUSINESS,2008
342,chugach alaska,73309909.08,414122174.26,1780.0,441.48032164423216,116979020.30998144,1.0,CHUGACH ALASKA CORPORATION,,SMALL BUSINESS,2008
343,church dwight,19142162.570000004,32986353.6,6.0,117.625,0.0,1.0,CHURCH & DWIGHT CO.  INC.,,OTHER THAN SMALL BUSINESS,2008
