,recipient_parent_name1,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year,recipient_name_clean,Unnamed: 0,% to Dems,% to Repubs,0,1,Cycle,Democrats,Individuals,PACs,Republicans,Soft (Indivs),Soft (Orgs),Total,Unnamed: 0.1,org_id,org_name,org_name_clean
80,HILLROMHOLDINGSINC,6578246.12,4405094.12,11,3472,770000000,1,HILL-ROM HOLDINGS  INC.,,OTHER THAN SMALL BUSINESS,2008,hillrom,30833,38%,62%,,,2008,"$11,350 ","$24,070 ","$5,500 ","$18,220 ",$0 ,$0 ,"$29,570 ",57312,D000026480,HILL-ROM HOLDINGS,hillrom
81,HONEYWELLINTERNATIONALINC,4977940662,14462742864,942,15305.62165,1689360941,1,HONEYWELL INTERNATIONAL INC.,,OTHER THAN SMALL BUSINESS,2008,honeywell,3535,52%,48%,,,2008,"$1,736,603 ","$274,847 ","$3,082,116 ","$1,617,110 ",$0 ,$0 ,"$3,357,775 ",3869,D000000334,HONEYWELL INTERNATIONAL,honeywell
82,HUMANAINC,2324687,2324687,4,720,1051143701,1,HUMANA INC.,,OTHER THAN SMALL BUSINESS,2008,humana,7136,37%,62%,,,2008,"$231,875 ","$178,900 ","$441,050 ","$386,350 ",$0 ,$0 ,"$619,950 ",7788,D000000652,HUMANA INC,humana
83,ILLINOISTOOLWORKSINC,44642.5,44642.5,6,41625,6402524308,1,ILLINOIS TOOL WORKS INC.,,SMALL BUSINESS,2008,illinois tool works,14591,7%,94%,,,2008,"$15,550 ","$27,000 ","$194,000 ","$225,450 ","$20,000 ",$0 ,"$241,050 ",36628,D000022038,ILLINOIS TOOL WORKS,illinois tool works
84,ITTCORPORATION,16091454658,23300094122,1999,8140.700809,642841696.1,1,ITT CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,itt,8614,70%,30%,,,2008,"$137,172 ","$79,555 ","$117,057 ","$59,155 ",$0 ,$0 ,"$196,612 ",9414,D000000800,ITT CORP,itt
85,JACOBSENGINEERINGGROUPINC,3101196682,14494366360,3920,4271.53031,128503531.7,1,JACOBS ENGINEERING GROUP INC.,,OTHER THAN SMALL BUSINESS,2008,jacobs engineering,3985,48%,52%,,,2008,"$354,832 ","$59,469 ","$677,629 ","$382,266 ",$0 ,$0 ,"$737,098 ",4356,D000000371,JACOBS ENGINEERING GROUP,jacobs engineering
86,JOHNSONCONTROLSINC,74409818.27,88390365.27,134,55849.01765,35827596763,1,"JOHNSON CONTROLS, INC.",,OTHER THAN SMALL BUSINESS,2008,johnson controls,7049,63%,37%,,,2008,"$181,182 ","$96,637 ","$190,000 ","$105,455 ",$0 ,$0 ,"$286,637 ",7693,D000000644,JOHNSON CONTROLS INTERNATIONAL,johnson controls
88,JOHNSONJOHNSON,4325820.86,4325820.86,68,43448.8982,7272209271,1,JOHNSON & JOHNSON,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2008,johnson johnson,4156,59%,41%,,,2008,"$895,481 ","$677,772 ","$849,275 ","$628,941 ",$0 ,$0 ,"$1,527,797 ",4542,D000000386,JOHNSON & JOHNSON,johnson johnson
89,JONESLANGLASALLEINC,4075167.51,4075167.51,3,22267,950000000,1,JONES LANG LASALLE INC,,OTHER THAN SMALL BUSINESS,2008,jones lang lasalle,32217,58%,42%,,,2008,"$82,764 ","$133,289 ","$9,200 ","$59,475 ",$0 ,$0 ,"$142,639 ",59118,D000026902,JONES LANG LASALLE,jones lang lasalle
90,JPMORGANCHASECO,76480,76480,162,940,0,1,JPMORGAN CHASE & CO.,,OTHER THAN SMALL BUSINESS,2008,jpmorgan chase,770,60%,39%,,,2008,"$4,036,890 ","$5,120,760 ","$1,576,978 ","$2,656,248 ",$0 ,$0 ,"$6,758,123 ",873,D000000103,JPMORGAN CHASE & CO,jpmorgan chase
91,KAMANCORPORATION,3202537.52,3977946.98,1051,1427.662338,65081189.4,1,KAMAN CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,kaman,32321,69%,31%,,,2008,"$27,790 ","$7,790 ","$32,500 ","$12,500 ",$0 ,$0 ,"$40,290 ",59257,D000026937,KAMAN CORP,kaman
92,KBRINC,90719188.12,90692588.4,259,8793.197587,1971522271,1,KBR  INC.,,OTHER THAN SMALL BUSINESS,2008,kbr,32414,28%,72%,,,2008,"$26,180 ","$80,910 ","$13,000 ","$67,480 ",$0 ,$0 ,"$94,110 ",59376,D000026963,KBR INC,kbr
93,KEANEINTERNATIONALINC,36992538.2,36992538.2,18,800,0,1,KEANE INTERNATIONAL  INC.,,OTHER THAN SMALL BUSINESS,2008,keane,32420,59%,41%,,,2008,"$27,100 ","$27,846 ","$18,000 ","$18,746 ",$0 ,$0 ,"$45,846 ",59384,D000026965,KEANE INC,keane
94,KELLOGGCOMPANY,100934726.1,133306166.6,28,500,0,1,KELLOGG COMPANY,,OTHER THAN SMALL BUSINESS,2008,kellogg,32480,72%,29%,,,2008,"$105,125 ","$25,525 ","$121,500 ","$41,900 ",$0 ,$0 ,"$147,025 ",59457,D000026978,KELLOGG CO,kellogg
95,KOCHINDUSTRIESINC,12700,12700,1,250,55000000,1,KOCH INDUSTRIES  INC.,,SMALL BUSINESS,2008,koch industries,1863,13%,86%,,,2008,"$363,755 ","$626,389 ","$2,085,000 ","$2,342,634 ",$0 ,$0 ,"$2,714,914 ",2049,D000000186,KOCH INDUSTRIES,koch industries
96,KPMGLLP,58273437.22,59831444.24,1563,709.2626727,2448984.211,1,KPMG L.L.P.,,OTHER THAN SMALL BUSINESS,2008,kpmg,10456,45%,55%,,,2008,"$1,026,581 ","$616,056 ","$1,651,566 ","$1,242,091 ",$0 ,$0 ,"$2,268,922 ",30442,D000019986,KPMG LLP,kpmg
97,KRAFTFOODSINC,317604136.7,644659270.8,47,51659.19792,0.483333333,1,KRAFT FOODS INC.,,OTHER THAN SMALL BUSINESS,2008,kraft foods,9243,55%,45%,,,2008,"$234,401 ","$120,672 ","$303,500 ","$189,771 ",$0 ,$0 ,"$424,172 ",10267,D000001024,KRAFT FOODS,kraft foods
98,LABORATORYCORPORATIONOFAMERICAHOLDINGS,18750,18750,3,25000,3700000000,1,LABORATORY CORPORATION OF AMERICA HOLDINGS,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,laboratory america,32756,56%,40%,,,2008,"$19,200 ","$5,025 ","$29,000 ","$13,675 ",$0 ,$0 ,"$34,125 ",59859,D000027104,LABORATORY CORP OF AMERICA,laboratory america
99,LANDOLAKESINC,15306830.9,36927596.6,8,4000,975000000,1,LAND O'LAKES  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,land olakes,14913,53%,47%,,,2008,"$184,655 ","$37,670 ","$313,505 ","$166,520 ",$0 ,$0 ,"$351,175 ",36982,D000022070,LAND O'LAKES,land olakes
100,LEVEL3COMMUNICATIONSINC,7460.1,22819.44,16,8812.755102,4663265306,1,LEVEL 3 COMMUNICATIONS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,level 3 communications,7374,87%,13%,,,2008,"$485,085 ","$381,610 ","$176,000 ","$72,525 ",$0 ,$0 ,"$557,610 ",8048,D000000674,LEVEL 3 COMMUNICATIONS,level 3 communications
101,LIFETECHNOLOGIESCORPORATION,8817253.85,9116248.48,278,1363.232993,876545266.6,1,LIFE TECHNOLOGIES CORPORATION,,OTHER THAN SMALL BUSINESS,2008,life technologies,16243,65%,35%,,,2008,"$148,413 ","$102,263 ","$125,250 ","$79,100 ",$0 ,$0 ,"$227,513 ",19121,D000045295,LIFE TECHNOLOGIES CORP,life technologies
102,LOCKHEEDMARTINCORPORATION,3.22956E+11,4.53982E+11,19744,77506.75752,16125248138,1,LOCKHEED MARTIN CORPORATION,,OTHER THAN SMALL BUSINESS,2008,lockheed martin,786,49%,51%,,,2008,"$1,633,602 ","$1,117,475 ","$2,188,650 ","$1,670,956 ",$0 ,$0 ,"$3,309,580 ",890,D000000104,LOCKHEED MARTIN,lockheed martin
103,MACANDREWSFORBESHOLDINGSINC,108956614.9,108956614.9,4,2362.666667,160800023,1,MACANDREWS & FORBES HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2008,macandrews forbes,2552,67%,33%,,,2008,"$640,647 ","$656,150 ","$303,997 ","$319,500 ",$0 ,$0 ,"$961,147 ",2797,D000000245,MACANDREWS & FORBES,macandrews forbes
104,MANAGEMENTTRAININGCORPORATION,4040211064,5241646824,6,7739.666667,491318042,1,MANAGEMENT & TRAINING CORPORATION,,OTHER THAN SMALL BUSINESS,2008,management training,33625,90%,10%,,,2008,"$13,275 ","$10,675 ","$4,100 ","$1,500 ",$0 ,$0 ,"$14,775 ",60988,D000027364,MANAGEMENT & TRAINING CORP,management training
105,MANTECHINTERNATIONALCORPORATION,8598969394,13470010442,3544,3331.306305,774893638.7,1,MANTECH INTERNATIONAL CORPORATION,,OTHER THAN SMALL BUSINESS,2008,mantech,33665,73%,27%,,,2008,"$200,860 ","$165,819 ","$110,000 ","$74,959 ",$0 ,$0 ,"$276,269 ",61034,D000027370,MANTECH INTERNATIONAL,mantech
106,MARRIOTTINTERNATIONALINC,24311098.42,41922080.15,122,82923.96667,6186082454,1,MARRIOTT INTERNATIONAL  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,marriott,2823,23%,77%,,,2008,"$228,766 ","$663,446 ","$334,900 ","$770,580 ",$0 ,"$1,500 ","$1,000,196 ",3095,D000000272,MARRIOTT INTERNATIONAL,marriott
107,MAXIMUSINC,421527757.8,3531805173,120,857.7083333,58208854.17,1,MAXIMUS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,maximus,33922,60%,40%,,,2008,"$42,780 ","$47,081 ","$24,500 ","$28,801 ",$0 ,$0 ,"$71,581 ",61387,D000027466,MAXIMUS INC,maximus
108,MCKESSONCORPORATION,25169.27,1495697719,37,7449.877743,48524791653,1,MCKESSON CORPORATION,,OTHER THAN SMALL BUSINESS,2008,mckesson,15210,45%,55%,,,2008,"$331,071 ","$100,111 ","$635,000 ","$403,540 ",$0 ,$0 ,"$735,849 ",37314,D000022105,MCKESSON CORP,mckesson
109,MEDTRONICINC,219470.04,219470.04,14,12725.05,4243500000,1,"MEDTRONIC, INC.",,OTHER THAN SMALL BUSINESS,2008,medtronic,15279,57%,43%,,,2008,"$380,469 ","$243,894 ","$421,078 ","$284,503 ",$0 ,$0 ,"$665,472 ",37388,D000022110,MEDTRONIC INC,medtronic
110,MERCKCOINC,6781964.75,10310814427,83,21633.05347,36810964310,1,MERCK & CO.  INC.,,OTHER THAN SMALL BUSINESS,2008,merck,2864,50%,50%,,,2008,"$645,433 ","$382,680 ","$888,499 ","$650,246 ",$0 ,$0 ,"$1,301,304 ",3139,D000000275,MERCK & CO,merck
111,MICHAELBAKERCORPORATION,27368029.52,27368029.52,64,1231.666667,237333333.3,1,MICHAEL BAKER CORPORATION,,OTHER THAN SMALL BUSINESS,2008,michael baker,34218,41%,59%,,,2008,"$21,700 ","$7,550 ","$45,000 ","$30,850 ",$0 ,$0 ,"$52,550 ",61778,D000027561,MICHAEL BAKER CORP,michael baker
112,MICROSOFTCORPORATION,1073981,1073981,4,47333.33333,6300000259,1,MICROSOFT CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,microsoft,899,71%,26%,,,2008,"$2,775,060 ","$2,573,502 ","$1,219,506 ","$1,032,198 ",$0 ,"$20,000 ","$3,923,288 ",1014,D000000115,MICROSOFT CORP,microsoft
113,MWHGLOBALINC,23673147.07,23673147.07,706,3805.688509,601891562.9,1,"MWH GLOBAL, INC.",,OTHER THAN SMALL BUSINESS,2008,mwh global,34908,53%,48%,,,2008,"$214,200 ","$12,701 ","$395,250 ","$193,751 ",$0 ,$0 ,"$407,951 ",62667,D000027760,MWH GLOBAL,mwh global
114,NATIONALGRIDPLC,254936.85,379059.78,3,20282.25,11254750000,1,NATIONAL GRID PLC,,SMALL BUSINESS,2008,national grid,35614,77%,23%,,,2008,"$243,119 ","$173,420 ","$141,400 ","$71,701 ",$0 ,$0 ,"$314,820 ",63465,D000027852,NATIONAL GRID PLC,national grid
115,NAVISTARINTERNATIONALCORPORATION,5192212023,5192212023,78,10666.66667,2086666701,1,NAVISTAR INTERNATIONAL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,navistar,36266,55%,45%,,,2008,"$36,714 ","$15,000 ","$51,864 ","$30,150 ",$0 ,$0 ,"$66,864 ",64183,D000027918,NAVISTAR INTERNATIONAL,navistar
116,NESTLESA,201868508.3,638650526.5,102,29362.8556,7352941.176,1,NESTLE S.A.,,OTHER THAN SMALL BUSINESS,2008,nestle sa,117418,24%,75%,,,2008,"$95,049 ","$302,691 ","$99,146 ","$303,988 ",$0 ,$0 ,"$403,855 ",159749,D000042332,NESTLE SA,nestle sa
117,NEWMOUNTAINCAPITALLLC,129469073.4,133671792.8,1506,516.4422511,57146694.37,1,NEW MOUNTAIN CAPITAL  L.L.C.,,OTHER THAN SMALL BUSINESS,2008,new mountain capital,98359,28%,72%,,,2008,"$44,050 ","$138,400 ","$17,500 ","$111,850 ",$0 ,$0 ,"$156,100 ",134550,D000036192,NEW MOUNTAIN CAPITAL,new mountain capital
118,NEXTERAENERGYINC,264903,264903,1,13000,16000000000,1,NEXTERA ENERGY  INC.,,OTHER THAN SMALL BUSINESS,2008,nextera energy,3419,38%,60%,,,2008,"$421,062 ","$233,149 ","$867,500 ","$674,587 ",$0 ,$0 ,"$1,120,649 ",3740,D000000321,NEXTERA ENERGY,nextera energy
119,NORTHROPGRUMMANCORPORATION,73326163833,98621375420,3916,41408.52236,7097520573,1,NORTHROP GRUMMAN CORPORATION,,OTHER THAN SMALL BUSINESS,2008,northrop grumman,1676,52%,48%,,,2008,"$1,256,844 ","$787,065 ","$1,627,250 ","$1,157,421 ",$0 ,"$7,500 ","$2,425,385 ",1846,D000000170,NORTHROP GRUMMAN,northrop grumman
120,NOVARTISAG,9067928.57,196792708.4,58,28253.47371,715810337.4,1,NOVARTIS AG,,OTHER THAN SMALL BUSINESS,2008,novartis ag,15871,45%,55%,,,2008,"$309,772 ","$138,998 ","$549,050 ","$383,051 ",$0 ,"$5,000 ","$694,798 ",38033,D000022163,NOVARTIS AG,novartis ag
121,NRGENERGYINC,10467210,10467210,1,41,55000000,1,NRG ENERGY  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,nrg energy,36783,83%,17%,,,2008,"$240,200 ","$146,865 ","$138,800 ","$47,965 ",$0 ,"$5,000 ","$290,665 ",64833,D000028051,NRG ENERGY,nrg energy
122,OCEANSPRAYCRANBERRIESINC,22147504.82,40906428.5,6,1106.25,0,1,OCEAN SPRAY CRANBERRIES  INC.,,OTHER THAN SMALL BUSINESS,2008,ocean spray cranberries,4203,77%,23%,,,2008,"$21,000 ",$750 ,"$26,500 ","$6,250 ",$0 ,$0 ,"$27,250 ",4592,D000000389,OCEAN SPRAY CRANBERRIES,ocean spray cranberries
123,OLINCORPORATION,12142026.34,12142026.34,9,6214.285714,1428571434,1,OLIN CORPORATION,,OTHER THAN SMALL BUSINESS,2008,olin,37107,37%,64%,,,2008,"$10,050 ","$8,000 ","$19,500 ","$17,450 ",$0 ,$0 ,"$27,500 ",65237,D000028131,OLIN CORP,olin
124,OMNICOMGROUPINC,146301338.2,213658846.6,39,7939.315476,1947836726,1,OMNICOM GROUP INC.,,OTHER THAN SMALL BUSINESS,2008,omnicom,15946,60%,39%,,,2008,"$557,694 ","$862,284 ","$60,150 ","$360,440 ",$0 ,$0 ,"$926,359 ",38115,D000022170,OMNICOM GROUP,omnicom
125,ONEXCORPORATION,61268,61268,6,6190,441500012.5,1,ONEX CORPORATION,,OTHER THAN SMALL BUSINESS,2008,onex,37206,48%,47%,,,2008,"$54,359 ","$83,555 ","$21,450 ","$52,946 ",$0 ,$0 ,"$112,305 ",65355,D000028150,ONEX CORP,onex
126,ORACLECORPORATION,253100.02,942637.48,57,51191.73291,1702919560,1,ORACLE CORPORATION,,OTHER THAN SMALL BUSINESS,2008,oracle,4549,70%,30%,,,2008,"$786,795 ","$812,201 ","$306,000 ","$329,756 ",$0 ,$0 ,"$1,118,918 ",4971,D000000422,ORACLE CORP,oracle
127,OSHKOSHCORPORATION,391523173.7,464108031.7,9204,3565.025683,1279712495,1,OSHKOSH CORPORATION,,OTHER THAN SMALL BUSINESS,2008,oshkosh,37315,33%,67%,,,2008,"$55,650 ","$31,913 ","$135,500 ","$111,763 ",$0 ,$0 ,"$167,413 ",65493,D000028179,OSHKOSH CORP,oshkosh
128,OSISYSTEMSINC,8466152.76,8466152.76,6,175,23579124,1,OSI SYSTEMS  INC.,,OTHER THAN SMALL BUSINESS,2008,osi systems,37330,58%,42%,,,2008,"$25,807 ","$2,807 ","$41,400 ","$18,400 ",$0 ,$0 ,"$44,207 ",65509,D000028180,OSI SYSTEMS,osi systems
129,PARKERHANNIFINCORPORATION,2990822.84,5317589.84,81,53517.09031,6400122374,1,PARKER-HANNIFIN CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,parkerhannifin,37615,26%,74%,,,2008,"$13,300 ","$30,600 ","$20,000 ","$37,300 ",$0 ,$0 ,"$50,600 ",65841,D000028227,PARKER-HANNIFIN,parkerhannifin
130,PEPCOHOLDINGSINC,26191760.41,26202956.41,10,2394.444444,2056807782,1,"PEPCO HOLDINGS, INC.",,OTHER THAN SMALL BUSINESS,2008,pepco,37864,89%,11%,,,2008,"$63,649 ","$16,974 ","$54,850 ","$8,175 ",$0 ,$0 ,"$71,824 ",66182,D000028319,PEPCO HOLDINGS,pepco
131,PEPSICOINC,235489942.3,2901839410,439,23216.08795,410291938.7,1,PEPSICO  INC.,,OTHER THAN SMALL BUSINESS,2008,pepsico,2049,46%,53%,,,2008,"$336,840 ","$322,905 ","$400,546 ","$387,291 ",$0 ,$0 ,"$726,431 ",2249,D000000200,PEPSICO INC,pepsico
132,PFIZERINC,14689729.63,8724178116,34,529.8041667,37608335.04,1,PFIZER INC.,,OTHER THAN SMALL BUSINESS,2008,pfizer,1251,50%,50%,,,2008,"$1,129,344 ","$506,937 ","$1,737,201 ","$1,112,544 ",$0 ,$0 ,"$2,247,263 ",1389,D000000138,PFIZER INC,pfizer
133,PHOENIXINTERNATIONALINC,402381,402381,1,165,18884400,1,PHOENIX INTERNATIONAL  INC.,,OTHER THAN SMALL BUSINESS,2008,phoenix,37977,88%,12%,,,2008,"$53,800 ","$31,925 ","$29,000 ","$7,125 ",$0 ,$0 ,"$60,925 ",66330,D000028354,PHOENIX COMPANIES,phoenix
134,PITNEYBOWESINC,3052359.48,3259691.48,66,3950.364286,279120158.9,1,PITNEY BOWES INC.,,OTHER THAN SMALL BUSINESS,2008,pitney bowes,16199,58%,41%,,,2008,"$154,528 ","$68,678 ","$198,366 ","$109,766 ",$0 ,$0 ,"$267,044 ",38390,D000022192,PITNEY BOWES INC,pitney bowes
135,POLARISINDUSTRIESINC,5449139.54,5449139.54,17,3575,1140961540,1,POLARIS INDUSTRIES INC.,,OTHER THAN SMALL BUSINESS,2008,polaris industries,38259,35%,65%,,,2008,"$20,000 ","$5,450 ","$51,000 ","$36,450 ",$0 ,$0 ,"$56,450 ",66661,D000028403,POLARIS INDUSTRIES,polaris industries
136,PPGINDUSTRIESINC,1913.64,1913.64,3,17900,9250000000,1,PPG INDUSTRIES  INC.,,OTHER THAN SMALL BUSINESS,2008,ppg industries,38364,41%,59%,,,2008,"$55,312 ","$55,177 ","$78,500 ","$78,165 ",$0 ,$0 ,"$133,677 ",66789,D000028426,PPG INDUSTRIES,ppg industries
137,PRAGMATICSINC,19256417.38,19256418.38,1219,379.7003663,115710183.2,1,"PRAGMATICS, INC.",,SMALL BUSINESS,2008,pragmatics,38382,96%,4%,,,2008,"$136,950 ","$117,350 ","$24,800 ","$5,200 ",$0 ,$0 ,"$142,150 ",66809,D000028428,PRAGMATICS INC,pragmatics
138,PRICEWATERHOUSECOOPERSLLP,4683929.56,14564164.38,1057,101090.2138,3759153771,1,PRICEWATERHOUSECOOPERS LLP,,OTHER THAN SMALL BUSINESS,2008,pricewaterhousecoopers,1038,46%,54%,,,2008,"$1,430,341 ","$1,129,078 ","$1,970,300 ","$1,664,037 ",$0 ,$0 ,"$3,104,498 ",1162,D000000124,PRICEWATERHOUSECOOPERS,pricewaterhousecoopers
139,PROGRESSENERGYINC,128613663.6,128613663.6,6,5000,5333333333,1,PROGRESS ENERGY  INC.,,OTHER THAN SMALL BUSINESS,2008,progress energy,4284,37%,59%,,,2008,"$171,000 ","$29,726 ","$418,750 ","$277,476 ",$0 ,$0 ,"$468,476 ",4682,D000000398,PROGRESS ENERGY,progress energy
140,PRUDENTIALFINANCIALINC,46303427.47,44441365.21,10,1194.741683,61504106.57,1,PRUDENTIAL FINANCIAL INC.,,OTHER THAN SMALL BUSINESS,2008,prudential financial,1299,61%,39%,,,2008,"$843,502 ","$758,908 ","$626,500 ","$540,056 ",$0 ,$0 ,"$1,389,294 ",1440,D000000141,PRUDENTIAL FINANCIAL,prudential financial
141,QINETIQGROUPPLC,90224632.06,93222269.93,1278,3809.576965,567941385.1,1,QINETIQ GROUP PLC,,OTHER THAN SMALL BUSINESS,2008,qinetiq,96083,34%,67%,,,2008,"$39,250 ","$71,300 ","$45,800 ","$77,850 ",$0 ,$0 ,"$117,100 ",120482,D000070980,QINETIQ GROUP,qinetiq
142,RADIANCETECHNOLOGIESINC,28884901.08,29114307.08,53,281.6851852,44103434.57,1,"RADIANCE TECHNOLOGIES, INC.",,SMALL BUSINESS,2008,radiance technologies,38840,41%,59%,,,2008,"$97,050 ","$110,744 ","$128,350 ","$142,044 ",$0 ,$0 ,"$239,094 ",67348,D000028509,RADIANCE TECHNOLOGIES,radiance technologies
143,RAYTHEONCOMPANY,20776334711,21382013302,4765,39011.6922,5078265743,1,RAYTHEON COMPANY,,OTHER THAN SMALL BUSINESS,2008,raytheon,1748,51%,49%,,,2008,"$1,170,346 ","$349,092 ","$1,941,700 ","$1,112,446 ",$0 ,$0 ,"$2,292,142 ",1923,D000000175,RAYTHEON CO,raytheon
144,REYESHOLDINGSLLC,3855,3855,3,3155,2188221184,1,REYES HOLDINGS  L.L.C.,,OTHER THAN SMALL BUSINESS,2008,reyes,105946,100%,0%,,,2008,"$25,000 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,"$25,000 ",143018,D000037073,REYES CMTE,reyes
145,ROCKWELLCOLLINSINC,622290263.5,817124407.4,1333,12855.40618,2563412771,1,"ROCKWELL COLLINS, INC.",,SMALL BUSINESS,2008,rockwell collins,39562,55%,43%,,,2008,"$111,822 ","$98,772 ","$103,100 ","$87,650 ",$0 ,$0 ,"$201,892 ",68344,D000028783,ROCKWELL COLLINS INC,rockwell collins
146,ROLLSROYCEGROUPPLC,169563481.5,169563481.5,36,18121.56778,1248987759,1,ROLLS-ROYCE GROUP PLC,,OTHER THAN SMALL BUSINESS,2008,rollsroyce,3342,34%,66%,,,2008,"$82,050 ","$50,121 ","$188,750 ","$156,821 ",$0 ,$0 ,"$238,871 ",4171,D000043246,ROLLS-ROYCE PLC,rollsroyce
147,SALTCHUKRESOURCESINC,589812,589812,13,1800,10591533.33,1,SALTCHUK RESOURCES  INC.,,OTHER THAN SMALL BUSINESS,2008,saltchuk resources,16630,88%,12%,,,2008,"$214,991 ","$114,391 ","$131,100 ","$30,500 ",$0 ,$0 ,"$245,491 ",38865,D000022236,SALTCHUK RESOURCES,saltchuk resources
148,SECURITASAB,642493112.5,642493112.5,12,1826.375,19309053.25,1,SECURITAS AB,,OTHER THAN SMALL BUSINESS,2008,securitas ab,18097,26%,73%,,,2008,"$6,750 ","$10,350 ","$15,500 ","$19,100 ",$0 ,$0 ,"$26,050 ",21790,D000046110,SECURITAS AB,securitas ab
149,SERCOGROUPPLC,320808931.4,417772019.4,5322,1156.85662,105842589.8,1,SERCO GROUP PLC,,SMALL BUSINESS,2008,serco,2548,49%,51%,,,2008,"$117,548 ","$44,389 ","$194,250 ","$121,091 ",$0 ,$0 ,"$238,639 ",3261,D000043130,SERCO GROUP,serco
150,SIEMENSAG,20499436.38,22015049.34,203,58728.59805,2617740362,1,SIEMENS AG,,OTHER THAN SMALL BUSINESS,2008,siemens ag,46,58%,42%,,,2008,"$272,181 ","$154,552 ","$318,500 ","$198,571 ",$0 ,$0 ,"$473,587 ",54,D000042425,SIEMENS AG,siemens ag
151,SIERRANEVADACORPORATION,56821317.84,56821317.84,36,948.7842857,324755695.4,1,SIERRA NEVADA CORPORATION,,OTHER THAN SMALL BUSINESS,2008,sierra nevada,40430,75%,26%,,,2008,"$161,700 ","$77,080 ","$140,000 ","$55,380 ",$0 ,$0 ,"$217,080 ",69478,D000029049,SIERRA NEVADA CORP,sierra nevada
152,SMITHFIELDFOODSINC,35108988.85,277112522.6,238,6600.030393,65814538.75,1,SMITHFIELD FOODS  INC.,,OTHER THAN SMALL BUSINESS,2008,smithfield foods,16835,31%,69%,,,2008,"$67,450 ","$42,516 ","$174,222 ","$149,288 ",$0 ,$0 ,"$216,738 ",39088,D000022254,SMITHFIELD FOODS,smithfield foods
153,SMSHOLDINGSCORPORATION,23870183.52,23870183.52,1027,13000,270000000,1,SMS HOLDINGS CORPORATION,,OTHER THAN SMALL BUSINESS,2008,sms,40609,0%,100%,,,2008,$0 ,"$3,500 ","$23,900 ","$27,400 ",$0 ,$0 ,"$27,450 ",69697,D000029089,SMS HOLDINGS,sms
154,STANLEYINC,380327777.1,371622121.6,3520,264.3355633,39367889.77,1,STANLEY  INC.,,SMALL BUSINESS,2008,stanley,2516,31%,69%,,,2008,"$12,025 ","$20,142 ","$19,200 ","$27,317 ",$0 ,$0 ,"$39,342 ",3224,D000043125,STANLEY INC,stanley
155,STERISCORPORATION,293678.35,293678.35,6,4500,1000000000,1,STERIS CORPORATION,,OTHER THAN SMALL BUSINESS,2008,steris,41198,29%,71%,,,2008,"$11,495 ","$7,795 ","$32,400 ","$28,700 ",$0 ,$0 ,"$40,195 ",70404,D000029207,STERIS CORP,steris
156,STVGROUPINC,35449327.98,35449327.98,9,1200,200000000,1,STV GROUP INC,,OTHER THAN SMALL BUSINESS,2008,stv,41346,66%,34%,,,2008,"$67,175 ","$34,470 ","$67,875 ","$35,170 ",$0 ,$0 ,"$102,545 ",70611,D000029266,STV GROUP,stv
157,TELEDYNETECHNOLOGIESINC,172206466.8,172206466.8,2241,7106.481999,1369683521,1,TELEDYNE TECHNOLOGIES INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,teledyne technologies,41823,62%,37%,,,2008,"$104,340 ","$103,265 ","$62,800 ","$61,725 ",$0 ,$0 ,"$167,415 ",71189,D000029367,TELEDYNE TECHNOLOGIES,teledyne technologies
158,TELOSCORPORATION,187330045,217826820.7,91,63.36,12436190.48,1,TELOS CORPORATION,,OTHER THAN SMALL BUSINESS,2008,telos,41851,70%,30%,,,2008,"$12,700 ",$600 ,"$17,500 ","$5,400 ",$0 ,$0 ,"$18,100 ",71219,D000029369,TELOS CORP,telos
159,TEREXCORPORATION,8322,8322,1,800,35000000,1,TEREX CORPORATION,,OTHER THAN SMALL BUSINESS,2008,terex,41908,7%,93%,,,2008,"$2,055 ","$27,486 ","$2,300 ","$27,731 ",$0 ,$0 ,"$29,786 ",71289,D000029382,TEREX CORP,terex
