,recipient_parent_name1,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year,recipient_name_clean,% to Dems,% to Repubs,Cycle,Democrats,Individuals,PACs,Republicans,Soft (Indivs),Soft (Orgs),Total,org_id,org_name,org_name_clean
84,JOHNSONCONTROLSINC,74409818.27,88390365.27,134,55849.01765,35827596763,1,"JOHNSON CONTROLS, INC.",,OTHER THAN SMALL BUSINESS,2008,johnson controls,63%,37%,2008,"$181,182 ","$96,637 ","$190,000 ","$105,455 ",$0,$0,"$286,637 ",D000000644,JOHNSON CONTROLS INTERNATIONAL,johnson controls
85,JOHNSONJOHNSON,4325820.86,4325820.86,68,43448.8982,7272209271,1,JOHNSON & JOHNSON,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2008,johnson johnson,59%,41%,2008,"$895,481 ","$677,772 ","$849,275 ","$628,941 ",$0,$0,"$1,527,797 ",D000000386,JOHNSON & JOHNSON,johnson johnson
86,JONESLANGLASALLEINC,4075167.51,4075167.51,3,22267,950000000,1,JONES LANG LASALLE INC,,OTHER THAN SMALL BUSINESS,2008,jones lang lasalle,58%,42%,2008,"$82,764 ","$133,289 ","$9,200 ","$59,475 ",$0,$0,"$142,639 ",D000026902,JONES LANG LASALLE,jones lang lasalle
87,JPMORGANCHASECO,76480,76480,162,940,0,1,JPMORGAN CHASE & CO.,,OTHER THAN SMALL BUSINESS,2008,jpmorgan chase,60%,39%,2008,"$4,036,890 ","$5,120,760 ","$1,576,978 ","$2,656,248 ",$0,$0,"$6,758,123 ",D000000103,JPMORGAN CHASE & CO,jpmorgan chase
88,KAMANCORPORATION,3202537.52,3977946.98,1051,1427.662338,65081189.4,1,KAMAN CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,kaman,69%,31%,2008,"$27,790 ","$7,790 ","$32,500 ","$12,500 ",$0,$0,"$40,290 ",D000026937,KAMAN CORP,kaman
89,KBRINC,90719188.12,90692588.4,259,8793.197587,1971522271,1,KBR  INC.,,OTHER THAN SMALL BUSINESS,2008,kbr,28%,72%,2008,"$26,180 ","$80,910 ","$13,000 ","$67,480 ",$0,$0,"$94,110 ",D000026963,KBR INC,kbr
90,KEANEINTERNATIONALINC,36992538.2,36992538.2,18,800,0,1,KEANE INTERNATIONAL  INC.,,OTHER THAN SMALL BUSINESS,2008,keane,59%,41%,2008,"$27,100 ","$27,846 ","$18,000 ","$18,746 ",$0,$0,"$45,846 ",D000026965,KEANE INC,keane
91,KELLOGGCOMPANY,100934726.1,133306166.6,28,500,0,1,KELLOGG COMPANY,,OTHER THAN SMALL BUSINESS,2008,kellogg,72%,29%,2008,"$105,125 ","$25,525 ","$121,500 ","$41,900 ",$0,$0,"$147,025 ",D000026978,KELLOGG CO,kellogg
92,KOCHINDUSTRIESINC,12700,12700,1,250,55000000,1,KOCH INDUSTRIES  INC.,,SMALL BUSINESS,2008,koch industries,13%,86%,2008,"$363,755 ","$626,389 ","$2,085,000 ","$2,342,634 ",$0,$0,"$2,714,914 ",D000000186,KOCH INDUSTRIES,koch industries
93,KPMGLLP,58273437.22,59831444.24,1563,709.2626727,2448984.211,1,KPMG L.L.P.,,OTHER THAN SMALL BUSINESS,2008,kpmg,45%,55%,2008,"$1,026,581 ","$616,056 ","$1,651,566 ","$1,242,091 ",$0,$0,"$2,268,922 ",D000019986,KPMG LLP,kpmg
94,KRAFTFOODSINC,317604136.7,644659270.8,47,51659.19792,0.483333333,1,KRAFT FOODS INC.,,OTHER THAN SMALL BUSINESS,2008,kraft foods,55%,45%,2008,"$234,401 ","$120,672 ","$303,500 ","$189,771 ",$0,$0,"$424,172 ",D000001024,KRAFT FOODS,kraft foods
95,LABORATORYCORPORATIONOFAMERICAHOLDINGS,18750,18750,3,25000,3700000000,1,LABORATORY CORPORATION OF AMERICA HOLDINGS,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,laboratory america,56%,40%,2008,"$19,200 ","$5,025 ","$29,000 ","$13,675 ",$0,$0,"$34,125 ",D000027104,LABORATORY CORP OF AMERICA,laboratory america
96,LANDOLAKESINC,15306830.9,36927596.6,8,4000,975000000,1,LAND O'LAKES  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,land olakes,53%,47%,2008,"$184,655 ","$37,670 ","$313,505 ","$166,520 ",$0,$0,"$351,175 ",D000022070,LAND O'LAKES,land olakes
97,LEVEL3COMMUNICATIONSINC,7460.1,22819.44,16,8812.755102,4663265306,1,LEVEL 3 COMMUNICATIONS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,level 3 communications,87%,13%,2008,"$485,085 ","$381,610 ","$176,000 ","$72,525 ",$0,$0,"$557,610 ",D000000674,LEVEL 3 COMMUNICATIONS,level 3 communications
98,LIFETECHNOLOGIESCORPORATION,8817253.85,9116248.48,278,1363.232993,876545266.6,1,LIFE TECHNOLOGIES CORPORATION,,OTHER THAN SMALL BUSINESS,2008,life technologies,65%,35%,2008,"$148,413 ","$102,263 ","$125,250 ","$79,100 ",$0,$0,"$227,513 ",D000045295,LIFE TECHNOLOGIES CORP,life technologies
99,LOCKHEEDMARTINCORPORATION,3.22956E+11,4.53982E+11,19744,77506.75752,16125248138,1,LOCKHEED MARTIN CORPORATION,,OTHER THAN SMALL BUSINESS,2008,lockheed martin,49%,51%,2008,"$1,633,602 ","$1,117,475 ","$2,188,650 ","$1,670,956 ",$0,$0,"$3,309,580 ",D000000104,LOCKHEED MARTIN,lockheed martin
100,MACANDREWSFORBESHOLDINGSINC,108956614.9,108956614.9,4,2362.666667,160800023,1,MACANDREWS & FORBES HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2008,macandrews forbes,67%,33%,2008,"$640,647 ","$656,150 ","$303,997 ","$319,500 ",$0,$0,"$961,147 ",D000000245,MACANDREWS & FORBES,macandrews forbes
101,MANAGEMENTTRAININGCORPORATION,4040211064,5241646824,6,7739.666667,491318042,1,MANAGEMENT & TRAINING CORPORATION,,OTHER THAN SMALL BUSINESS,2008,management training,90%,10%,2008,"$13,275 ","$10,675 ","$4,100 ","$1,500 ",$0,$0,"$14,775 ",D000027364,MANAGEMENT & TRAINING CORP,management training
102,MANTECHINTERNATIONALCORPORATION,8598969394,13470010442,3544,3331.306305,774893638.7,1,MANTECH INTERNATIONAL CORPORATION,,OTHER THAN SMALL BUSINESS,2008,mantech,73%,27%,2008,"$200,860 ","$165,819 ","$110,000 ","$74,959 ",$0,$0,"$276,269 ",D000027370,MANTECH INTERNATIONAL,mantech
103,MARRIOTTINTERNATIONALINC,24311098.42,41922080.15,122,82923.96667,6186082454,1,MARRIOTT INTERNATIONAL  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,marriott,23%,77%,2008,"$228,766 ","$663,446 ","$334,900 ","$770,580 ",$0,"$1,500 ","$1,000,196 ",D000000272,MARRIOTT INTERNATIONAL,marriott
104,MAXIMUSINC,421527757.8,3531805173,120,857.7083333,58208854.17,1,MAXIMUS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,maximus,60%,40%,2008,"$42,780 ","$47,081 ","$24,500 ","$28,801 ",$0,$0,"$71,581 ",D000027466,MAXIMUS INC,maximus
105,MCKESSONCORPORATION,25169.27,1495697719,37,7449.877743,48524791653,1,MCKESSON CORPORATION,,OTHER THAN SMALL BUSINESS,2008,mckesson,45%,55%,2008,"$331,071 ","$100,111 ","$635,000 ","$403,540 ",$0,$0,"$735,849 ",D000022105,MCKESSON CORP,mckesson
106,MEDTRONICINC,219470.04,219470.04,14,12725.05,4243500000,1,"MEDTRONIC, INC.",,OTHER THAN SMALL BUSINESS,2008,medtronic,57%,43%,2008,"$380,469 ","$243,894 ","$421,078 ","$284,503 ",$0,$0,"$665,472 ",D000022110,MEDTRONIC INC,medtronic
107,MERCKCOINC,6781964.75,10310814427,83,21633.05347,36810964310,1,MERCK & CO.  INC.,,OTHER THAN SMALL BUSINESS,2008,merck,50%,50%,2008,"$645,433 ","$382,680 ","$888,499 ","$650,246 ",$0,$0,"$1,301,304 ",D000000275,MERCK & CO,merck
108,MICHAELBAKERCORPORATION,27368029.52,27368029.52,64,1231.666667,237333333.3,1,MICHAEL BAKER CORPORATION,,OTHER THAN SMALL BUSINESS,2008,michael baker,41%,59%,2008,"$21,700 ","$7,550 ","$45,000 ","$30,850 ",$0,$0,"$52,550 ",D000027561,MICHAEL BAKER CORP,michael baker
109,MICROSOFTCORPORATION,1073981,1073981,4,47333.33333,6300000259,1,MICROSOFT CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,microsoft,71%,26%,2008,"$2,775,060 ","$2,573,502 ","$1,219,506 ","$1,032,198 ",$0,"$20,000 ","$3,923,288 ",D000000115,MICROSOFT CORP,microsoft
110,MWHGLOBALINC,23673147.07,23673147.07,706,3805.688509,601891562.9,1,"MWH GLOBAL, INC.",,OTHER THAN SMALL BUSINESS,2008,mwh global,53%,48%,2008,"$214,200 ","$12,701 ","$395,250 ","$193,751 ",$0,$0,"$407,951 ",D000027760,MWH GLOBAL,mwh global
111,NATIONALGRIDPLC,254936.85,379059.78,3,20282.25,11254750000,1,NATIONAL GRID PLC,,SMALL BUSINESS,2008,national grid,77%,23%,2008,"$243,119 ","$173,420 ","$141,400 ","$71,701 ",$0,$0,"$314,820 ",D000027852,NATIONAL GRID PLC,national grid
112,NAVISTARINTERNATIONALCORPORATION,5192212023,5192212023,78,10666.66667,2086666701,1,NAVISTAR INTERNATIONAL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,navistar,55%,45%,2008,"$36,714 ","$15,000 ","$51,864 ","$30,150 ",$0,$0,"$66,864 ",D000027918,NAVISTAR INTERNATIONAL,navistar
113,NESTLESA,201868508.3,638650526.5,102,29362.8556,7352941.176,1,NESTLE S.A.,,OTHER THAN SMALL BUSINESS,2008,nestle sa,24%,75%,2008,"$95,049 ","$302,691 ","$99,146 ","$303,988 ",$0,$0,"$403,855 ",D000042332,NESTLE SA,nestle sa
114,NEWMOUNTAINCAPITALLLC,129469073.4,133671792.8,1506,516.4422511,57146694.37,1,NEW MOUNTAIN CAPITAL  L.L.C.,,OTHER THAN SMALL BUSINESS,2008,new mountain capital,28%,72%,2008,"$44,050 ","$138,400 ","$17,500 ","$111,850 ",$0,$0,"$156,100 ",D000036192,NEW MOUNTAIN CAPITAL,new mountain capital
115,NEXTERAENERGYINC,264903,264903,1,13000,16000000000,1,NEXTERA ENERGY  INC.,,OTHER THAN SMALL BUSINESS,2008,nextera energy,38%,60%,2008,"$421,062 ","$233,149 ","$867,500 ","$674,587 ",$0,$0,"$1,120,649 ",D000000321,NEXTERA ENERGY,nextera energy
116,NORTHROPGRUMMANCORPORATION,73326163833,98621375420,3916,41408.52236,7097520573,1,NORTHROP GRUMMAN CORPORATION,,OTHER THAN SMALL BUSINESS,2008,northrop grumman,52%,48%,2008,"$1,256,844 ","$787,065 ","$1,627,250 ","$1,157,421 ",$0,"$7,500 ","$2,425,385 ",D000000170,NORTHROP GRUMMAN,northrop grumman
117,NOVARTISAG,9067928.57,196792708.4,58,28253.47371,715810337.4,1,NOVARTIS AG,,OTHER THAN SMALL BUSINESS,2008,novartis ag,45%,55%,2008,"$309,772 ","$138,998 ","$549,050 ","$383,051 ",$0,"$5,000 ","$694,798 ",D000022163,NOVARTIS AG,novartis ag
118,NRGENERGYINC,10467210,10467210,1,41,55000000,1,NRG ENERGY  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,nrg energy,83%,17%,2008,"$240,200 ","$146,865 ","$138,800 ","$47,965 ",$0,"$5,000 ","$290,665 ",D000028051,NRG ENERGY,nrg energy
119,OCEANSPRAYCRANBERRIESINC,22147504.82,40906428.5,6,1106.25,0,1,OCEAN SPRAY CRANBERRIES  INC.,,OTHER THAN SMALL BUSINESS,2008,ocean spray cranberries,77%,23%,2008,"$21,000 ",$750,"$26,500 ","$6,250 ",$0,$0,"$27,250 ",D000000389,OCEAN SPRAY CRANBERRIES,ocean spray cranberries
120,OLINCORPORATION,12142026.34,12142026.34,9,6214.285714,1428571434,1,OLIN CORPORATION,,OTHER THAN SMALL BUSINESS,2008,olin,37%,64%,2008,"$10,050 ","$8,000 ","$19,500 ","$17,450 ",$0,$0,"$27,500 ",D000028131,OLIN CORP,olin
121,OMNICOMGROUPINC,146301338.2,213658846.6,39,7939.315476,1947836726,1,OMNICOM GROUP INC.,,OTHER THAN SMALL BUSINESS,2008,omnicom,60%,39%,2008,"$557,694 ","$862,284 ","$60,150 ","$360,440 ",$0,$0,"$926,359 ",D000022170,OMNICOM GROUP,omnicom
122,ONEXCORPORATION,61268,61268,6,6190,441500012.5,1,ONEX CORPORATION,,OTHER THAN SMALL BUSINESS,2008,onex,48%,47%,2008,"$54,359 ","$83,555 ","$21,450 ","$52,946 ",$0,$0,"$112,305 ",D000028150,ONEX CORP,onex
123,ORACLECORPORATION,253100.02,942637.48,57,51191.73291,1702919560,1,ORACLE CORPORATION,,OTHER THAN SMALL BUSINESS,2008,oracle,70%,30%,2008,"$786,795 ","$812,201 ","$306,000 ","$329,756 ",$0,$0,"$1,118,918 ",D000000422,ORACLE CORP,oracle
124,OSHKOSHCORPORATION,391523173.7,464108031.7,9204,3565.025683,1279712495,1,OSHKOSH CORPORATION,,OTHER THAN SMALL BUSINESS,2008,oshkosh,33%,67%,2008,"$55,650 ","$31,913 ","$135,500 ","$111,763 ",$0,$0,"$167,413 ",D000028179,OSHKOSH CORP,oshkosh
125,OSISYSTEMSINC,8466152.76,8466152.76,6,175,23579124,1,OSI SYSTEMS  INC.,,OTHER THAN SMALL BUSINESS,2008,osi systems,58%,42%,2008,"$25,807 ","$2,807 ","$41,400 ","$18,400 ",$0,$0,"$44,207 ",D000028180,OSI SYSTEMS,osi systems
126,PARKERHANNIFINCORPORATION,2990822.84,5317589.84,81,53517.09031,6400122374,1,PARKER-HANNIFIN CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,parkerhannifin,26%,74%,2008,"$13,300 ","$30,600 ","$20,000 ","$37,300 ",$0,$0,"$50,600 ",D000028227,PARKER-HANNIFIN,parkerhannifin
127,PEPCOHOLDINGSINC,26191760.41,26202956.41,10,2394.444444,2056807782,1,"PEPCO HOLDINGS, INC.",,OTHER THAN SMALL BUSINESS,2008,pepco,89%,11%,2008,"$63,649 ","$16,974 ","$54,850 ","$8,175 ",$0,$0,"$71,824 ",D000028319,PEPCO HOLDINGS,pepco
128,PEPSICOINC,235489942.3,2901839410,439,23216.08795,410291938.7,1,PEPSICO  INC.,,OTHER THAN SMALL BUSINESS,2008,pepsico,46%,53%,2008,"$336,840 ","$322,905 ","$400,546 ","$387,291 ",$0,$0,"$726,431 ",D000000200,PEPSICO INC,pepsico
129,PFIZERINC,14689729.63,8724178116,34,529.8041667,37608335.04,1,PFIZER INC.,,OTHER THAN SMALL BUSINESS,2008,pfizer,50%,50%,2008,"$1,129,344 ","$506,937 ","$1,737,201 ","$1,112,544 ",$0,$0,"$2,247,263 ",D000000138,PFIZER INC,pfizer
130,PHOENIXINTERNATIONALINC,402381,402381,1,165,18884400,1,PHOENIX INTERNATIONAL  INC.,,OTHER THAN SMALL BUSINESS,2008,phoenix,88%,12%,2008,"$53,800 ","$31,925 ","$29,000 ","$7,125 ",$0,$0,"$60,925 ",D000028354,PHOENIX COMPANIES,phoenix
131,PITNEYBOWESINC,3052359.48,3259691.48,66,3950.364286,279120158.9,1,PITNEY BOWES INC.,,OTHER THAN SMALL BUSINESS,2008,pitney bowes,58%,41%,2008,"$154,528 ","$68,678 ","$198,366 ","$109,766 ",$0,$0,"$267,044 ",D000022192,PITNEY BOWES INC,pitney bowes
132,POLARISINDUSTRIESINC,5449139.54,5449139.54,17,3575,1140961540,1,POLARIS INDUSTRIES INC.,,OTHER THAN SMALL BUSINESS,2008,polaris industries,35%,65%,2008,"$20,000 ","$5,450 ","$51,000 ","$36,450 ",$0,$0,"$56,450 ",D000028403,POLARIS INDUSTRIES,polaris industries
133,PPGINDUSTRIESINC,1913.64,1913.64,3,17900,9250000000,1,PPG INDUSTRIES  INC.,,OTHER THAN SMALL BUSINESS,2008,ppg industries,41%,59%,2008,"$55,312 ","$55,177 ","$78,500 ","$78,165 ",$0,$0,"$133,677 ",D000028426,PPG INDUSTRIES,ppg industries
134,PRAGMATICSINC,19256417.38,19256418.38,1219,379.7003663,115710183.2,1,"PRAGMATICS, INC.",,SMALL BUSINESS,2008,pragmatics,96%,4%,2008,"$136,950 ","$117,350 ","$24,800 ","$5,200 ",$0,$0,"$142,150 ",D000028428,PRAGMATICS INC,pragmatics
135,PRICEWATERHOUSECOOPERSLLP,4683929.56,14564164.38,1057,101090.2138,3759153771,1,PRICEWATERHOUSECOOPERS LLP,,OTHER THAN SMALL BUSINESS,2008,pricewaterhousecoopers,46%,54%,2008,"$1,430,341 ","$1,129,078 ","$1,970,300 ","$1,664,037 ",$0,$0,"$3,104,498 ",D000000124,PRICEWATERHOUSECOOPERS,pricewaterhousecoopers
136,PROGRESSENERGYINC,128613663.6,128613663.6,6,5000,5333333333,1,PROGRESS ENERGY  INC.,,OTHER THAN SMALL BUSINESS,2008,progress energy,37%,59%,2008,"$171,000 ","$29,726 ","$418,750 ","$277,476 ",$0,$0,"$468,476 ",D000000398,PROGRESS ENERGY,progress energy
137,PRUDENTIALFINANCIALINC,46303427.47,44441365.21,10,1194.741683,61504106.57,1,PRUDENTIAL FINANCIAL INC.,,OTHER THAN SMALL BUSINESS,2008,prudential financial,61%,39%,2008,"$843,502 ","$758,908 ","$626,500 ","$540,056 ",$0,$0,"$1,389,294 ",D000000141,PRUDENTIAL FINANCIAL,prudential financial
138,QINETIQGROUPPLC,90224632.06,93222269.93,1278,3809.576965,567941385.1,1,QINETIQ GROUP PLC,,OTHER THAN SMALL BUSINESS,2008,qinetiq,34%,67%,2008,"$39,250 ","$71,300 ","$45,800 ","$77,850 ",$0,$0,"$117,100 ",D000070980,QINETIQ GROUP,qinetiq
139,RADIANCETECHNOLOGIESINC,28884901.08,29114307.08,53,281.6851852,44103434.57,1,"RADIANCE TECHNOLOGIES, INC.",,SMALL BUSINESS,2008,radiance technologies,41%,59%,2008,"$97,050 ","$110,744 ","$128,350 ","$142,044 ",$0,$0,"$239,094 ",D000028509,RADIANCE TECHNOLOGIES,radiance technologies
140,RAYTHEONCOMPANY,20776334711,21382013302,4765,39011.6922,5078265743,1,RAYTHEON COMPANY,,OTHER THAN SMALL BUSINESS,2008,raytheon,51%,49%,2008,"$1,170,346 ","$349,092 ","$1,941,700 ","$1,112,446 ",$0,$0,"$2,292,142 ",D000000175,RAYTHEON CO,raytheon
141,REYESHOLDINGSLLC,3855,3855,3,3155,2188221184,1,REYES HOLDINGS  L.L.C.,,OTHER THAN SMALL BUSINESS,2008,reyes,100%,0%,2008,"$25,000 ",$0,"$25,000 ",$0,$0,$0,"$25,000 ",D000037073,REYES CMTE,reyes
142,ROCKWELLCOLLINSINC,622290263.5,817124407.4,1333,12855.40618,2563412771,1,"ROCKWELL COLLINS, INC.",,SMALL BUSINESS,2008,rockwell collins,55%,43%,2008,"$111,822 ","$98,772 ","$103,100 ","$87,650 ",$0,$0,"$201,892 ",D000028783,ROCKWELL COLLINS INC,rockwell collins
143,ROLLSROYCEGROUPPLC,169563481.5,169563481.5,36,18121.56778,1248987759,1,ROLLS-ROYCE GROUP PLC,,OTHER THAN SMALL BUSINESS,2008,rollsroyce,34%,66%,2008,"$82,050 ","$50,121 ","$188,750 ","$156,821 ",$0,$0,"$238,871 ",D000043246,ROLLS-ROYCE PLC,rollsroyce
144,SALTCHUKRESOURCESINC,589812,589812,13,1800,10591533.33,1,SALTCHUK RESOURCES  INC.,,OTHER THAN SMALL BUSINESS,2008,saltchuk resources,88%,12%,2008,"$214,991 ","$114,391 ","$131,100 ","$30,500 ",$0,$0,"$245,491 ",D000022236,SALTCHUK RESOURCES,saltchuk resources
145,SECURITASAB,642493112.5,642493112.5,12,1826.375,19309053.25,1,SECURITAS AB,,OTHER THAN SMALL BUSINESS,2008,securitas ab,26%,73%,2008,"$6,750 ","$10,350 ","$15,500 ","$19,100 ",$0,$0,"$26,050 ",D000046110,SECURITAS AB,securitas ab
146,SERCOGROUPPLC,320808931.4,417772019.4,5322,1156.85662,105842589.8,1,SERCO GROUP PLC,,SMALL BUSINESS,2008,serco,49%,51%,2008,"$117,548 ","$44,389 ","$194,250 ","$121,091 ",$0,$0,"$238,639 ",D000043130,SERCO GROUP,serco
147,SIEMENSAG,20499436.38,22015049.34,203,58728.59805,2617740362,1,SIEMENS AG,,OTHER THAN SMALL BUSINESS,2008,siemens ag,58%,42%,2008,"$272,181 ","$154,552 ","$318,500 ","$198,571 ",$0,$0,"$473,587 ",D000042425,SIEMENS AG,siemens ag
148,SIERRANEVADACORPORATION,56821317.84,56821317.84,36,948.7842857,324755695.4,1,SIERRA NEVADA CORPORATION,,OTHER THAN SMALL BUSINESS,2008,sierra nevada,75%,26%,2008,"$161,700 ","$77,080 ","$140,000 ","$55,380 ",$0,$0,"$217,080 ",D000029049,SIERRA NEVADA CORP,sierra nevada
149,SMITHFIELDFOODSINC,35108988.85,277112522.6,238,6600.030393,65814538.75,1,SMITHFIELD FOODS  INC.,,OTHER THAN SMALL BUSINESS,2008,smithfield foods,31%,69%,2008,"$67,450 ","$42,516 ","$174,222 ","$149,288 ",$0,$0,"$216,738 ",D000022254,SMITHFIELD FOODS,smithfield foods
150,SMSHOLDINGSCORPORATION,23870183.52,23870183.52,1027,13000,270000000,1,SMS HOLDINGS CORPORATION,,OTHER THAN SMALL BUSINESS,2008,sms,0%,100%,2008,$0,"$3,500 ","$23,900 ","$27,400 ",$0,$0,"$27,450 ",D000029089,SMS HOLDINGS,sms
151,STANLEYINC,380327777.1,371622121.6,3520,264.3355633,39367889.77,1,STANLEY  INC.,,SMALL BUSINESS,2008,stanley,31%,69%,2008,"$12,025 ","$20,142 ","$19,200 ","$27,317 ",$0,$0,"$39,342 ",D000043125,STANLEY INC,stanley
152,STERISCORPORATION,293678.35,293678.35,6,4500,1000000000,1,STERIS CORPORATION,,OTHER THAN SMALL BUSINESS,2008,steris,29%,71%,2008,"$11,495 ","$7,795 ","$32,400 ","$28,700 ",$0,$0,"$40,195 ",D000029207,STERIS CORP,steris
153,STVGROUPINC,35449327.98,35449327.98,9,1200,200000000,1,STV GROUP INC,,OTHER THAN SMALL BUSINESS,2008,stv,66%,34%,2008,"$67,175 ","$34,470 ","$67,875 ","$35,170 ",$0,$0,"$102,545 ",D000029266,STV GROUP,stv
154,TELEDYNETECHNOLOGIESINC,172206466.8,172206466.8,2241,7106.481999,1369683521,1,TELEDYNE TECHNOLOGIES INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,teledyne technologies,62%,37%,2008,"$104,340 ","$103,265 ","$62,800 ","$61,725 ",$0,$0,"$167,415 ",D000029367,TELEDYNE TECHNOLOGIES,teledyne technologies
155,TELOSCORPORATION,187330045,217826820.7,91,63.36,12436190.48,1,TELOS CORPORATION,,OTHER THAN SMALL BUSINESS,2008,telos,70%,30%,2008,"$12,700 ",$600,"$17,500 ","$5,400 ",$0,$0,"$18,100 ",D000029369,TELOS CORP,telos
156,TEREXCORPORATION,8322,8322,1,800,35000000,1,TEREX CORPORATION,,OTHER THAN SMALL BUSINESS,2008,terex,7%,93%,2008,"$2,055 ","$27,486 ","$2,300 ","$27,731 ",$0,$0,"$29,786 ",D000029382,TEREX CORP,terex
157,TEXTRONINC,3049220979,3049220979,274,6417.30719,2192722792,1,TEXTRON INC.,,OTHER THAN SMALL BUSINESS,2008,textron,40%,60%,2008,"$354,925 ","$207,350 ","$684,000 ","$536,175 ",$0,$0,"$891,350 ",D000000201,TEXTRON INC,textron
158,THEBOEINGCOMPANY,8.72648E+11,1.21398E+12,3407,89508.46468,42218183762,1,THE BOEING COMPANY,,OTHER THAN SMALL BUSINESS,2008,boeing,57%,43%,2008,"$1,532,586 ","$793,991 ","$1,878,250 ","$1,156,707 ",$0,"$20,500 ","$2,695,220 ",D000000100,BOEING CO,boeing
159,THECLOROXCOMPANY,48222515.83,87872400.03,28,2375,720000000,1,THE CLOROX COMPANY,,OTHER THAN SMALL BUSINESS,2008,clorox,80%,20%,2008,"$24,005 ","$18,124 ","$12,000 ","$6,119 ",$0,$0,"$30,124 ",D000024879,CLOROX CO,clorox
160,THECOCACOLACOMPANY,82378596.11,468924310.8,64,4935.704545,39018266.43,1,THE COCA-COLA COMPANY,,SMALL BUSINESS,2008,cocacola,56%,44%,2008,"$247,544 ","$211,245 ","$230,550 ","$194,251 ",$0,$0,"$442,140 ",D000000212,COCA-COLA CO,cocacola
161,THEDAYZIMMERMANNGROUPINC,80680410.47,80680410.47,63,533.7083333,98864695.2,1,THE DAY & ZIMMERMANN GROUP INC,,OTHER THAN SMALL BUSINESS,2008,day zimmermann,44%,56%,2008,"$65,004 ","$11,254 ","$137,400 ","$83,650 ",$0,$0,"$148,654 ",D000025286,DAY & ZIMMERMANN,day zimmermann
162,THEINTERPUBLICGROUPOFCOMPANIESINC,40710003.2,40710003.2,3,161,12,1,THE INTERPUBLIC GROUP OF COMPANIES INC,,OTHER THAN SMALL BUSINESS,2008,interpublic,72%,28%,2008,"$1,203,547 ","$1,592,145 ","$82,221 ","$470,344 ",$0,$0,"$1,674,616 ",D000021897,INTERPUBLIC GROUP,interpublic
163,THEMANITOWOCCOMPANYINC,14202.9,14202.9,2,5000,2300000000,1,THE MANITOWOC COMPANY INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,manitowoc,67%,33%,2008,"$48,650 ","$6,750 ","$65,910 ","$24,010 ",$0,$0,"$72,660 ",D000027367,MANITOWOC CO,manitowoc
164,THEPARSONSCORPORATION,37968292.63,41814727.63,1307,3218.762131,770594971.6,1,THE PARSONS CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,parsons,57%,43%,2008,"$358,950 ","$39,500 ","$587,000 ","$267,300 ",$0,$0,"$626,500 ",D000022175,PARSONS CORP,parsons
165,THEPROCTERGAMBLECOMPANY,321941838.9,350847285.5,12,0,0,1,THE PROCTER & GAMBLE COMPANY,,OTHER THAN SMALL BUSINESS,2008,procter gamble,45%,55%,2008,"$286,471 ","$262,478 ","$374,500 ","$348,007 ",$0,$0,"$637,178 ",D000000485,PROCTER & GAMBLE,procter gamble
166,THERMOFISHERSCIENTIFICINC,8823058.48,11022653.69,196,8337.003874,1721160781,1,THERMO FISHER SCIENTIFIC INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,thermo fisher scientific,61%,35%,2008,"$190,258 ","$124,582 ","$188,800 ","$108,124 ",$0,$0,"$313,682 ",D000023662,THERMO FISHER SCIENTIFIC,thermo fisher scientific
167,THESCHWANFOODCOMPANY,15814972.04,67076456.88,11,23000,900000000,1,THE SCHWAN FOOD COMPANY,,OTHER THAN SMALL BUSINESS,2008,schwan food,14%,86%,2008,"$12,000 ","$17,450 ","$70,000 ","$75,450 ",$0,$0,"$87,450 ",D000028944,SCHWAN FOOD,schwan food
168,THESHAWGROUPINC,322459995.5,1.01602E+12,2718,15905.10654,1799397786,1,THE SHAW GROUP INC,,OTHER THAN SMALL BUSINESS,2008,shaw,73%,27%,2008,"$381,066 ","$239,746 ","$281,600 ","$140,280 ",$0,$0,"$521,546 ",D000022247,SHAW GROUP,shaw
